State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Gujarat,PANCH MAHALS,Summer,rice,Black,300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.333
Gujarat,PANCH MAHALS,Kharif,maize,Black,112100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,0.756
Gujarat,PANCH MAHALS,Kharif,rice,Black,61000.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.485
Gujarat,PANCH MAHALS,Summer,rice,Black,400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.75
Gujarat,PANCH MAHALS,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,52.0
Gujarat,PANCH MAHALS,Kharif,maize,Black,115100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.396
Gujarat,PANCH MAHALS,Kharif,rice,Black,70400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.847
Gujarat,PANCH MAHALS,Summer,maize,Black,1400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Gujarat,PANCH MAHALS,Summer,rice,Black,500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.8
Gujarat,PANCH MAHALS,Kharif,maize,Black,110400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.207
Gujarat,PANCH MAHALS,Kharif,rice,Black,78300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.254
Gujarat,PANCH MAHALS,Rabi,maize,Black,29800.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.611
Gujarat,PANCH MAHALS,Summer,maize,Black,5000.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.2
Gujarat,PANCH MAHALS,Summer,rice,Black,800.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.25
Gujarat,PANCH MAHALS,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,64.0
Gujarat,PANCH MAHALS,Kharif,maize,Black,117300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.65
Gujarat,PANCH MAHALS,Kharif,rice,Black,67300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.767
Gujarat,PANCH MAHALS,Rabi,maize,Black,22200.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.405
Gujarat,PANCH MAHALS,Summer,maize,Black,1900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.579
Gujarat,PANCH MAHALS,Summer,rice,Black,200.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,4.0
Gujarat,PANCH MAHALS,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,52.0
Gujarat,PATAN,Rabi,maize,Black,2300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.957
Gujarat,PORBANDAR,Kharif,maize,Black,300.0,672.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,PORBANDAR,Rabi,maize,Black,500.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.8
Gujarat,RAJKOT,Kharif,maize,Black,100.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,RAJKOT,Kharif,maize,Black,300.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,RAJKOT,Kharif,maize,Black,300.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,0.667
Gujarat,RAJKOT,Kharif,maize,Black,300.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,2.333
Gujarat,RAJKOT,Kharif,maize,Black,1100.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.636
Gujarat,RAJKOT,Kharif,maize,Black,1800.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.722
Gujarat,RAJKOT,Kharif,maize,Black,100.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,RAJKOT,Kharif,maize,Black,400.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Gujarat,RAJKOT,Kharif,maize,Black,800.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,0.25
Gujarat,RAJKOT,Kharif,maize,Black,700.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.429
Gujarat,RAJKOT,Kharif,maize,Black,800.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.375
Gujarat,RAJKOT,Kharif,maize,Black,900.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,RAJKOT,Kharif,maize,Black,6000.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.617
Gujarat,RAJKOT,Kharif,maize,Black,400.0,540.1,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Gujarat,SABAR KANTHA,Whole year,maize,Black,120100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.858
Gujarat,SABAR KANTHA,Whole year,rice,Black,29800.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.842
Gujarat,SABAR KANTHA,Kharif,maize,Black,122100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.995
Gujarat,SABAR KANTHA,Kharif,rice,Black,30900.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.676
Gujarat,SABAR KANTHA,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,36.0
Gujarat,SABAR KANTHA,Kharif,maize,Black,117700.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.515
Gujarat,SABAR KANTHA,Kharif,rice,Black,36900.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.87
Gujarat,SABAR KANTHA,Kharif,maize,Black,108800.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,0.86
Gujarat,SABAR KANTHA,Kharif,rice,Black,15000.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.033
Gujarat,SABAR KANTHA,Kharif,maize,Black,132400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.146
Gujarat,SABAR KANTHA,Kharif,rice,Black,17000.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.571
Gujarat,SABAR KANTHA,Kharif,maize,Black,143700.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.26
Gujarat,SABAR KANTHA,Kharif,rice,Black,8700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.609
Gujarat,SABAR KANTHA,Kharif,maize,Black,146300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.823
Gujarat,SABAR KANTHA,Kharif,rice,Black,6500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.677
Gujarat,SABAR KANTHA,Kharif,maize,Black,127300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.127
Gujarat,SABAR KANTHA,Kharif,rice,Black,9700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.732
Gujarat,SABAR KANTHA,Kharif,maize,Black,125400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.96
Gujarat,SABAR KANTHA,Kharif,rice,Black,5800.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.414
Gujarat,SABAR KANTHA,Kharif,maize,Black,115700.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,0.589
Gujarat,SABAR KANTHA,Kharif,rice,Black,8100.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.79
Gujarat,SABAR KANTHA,Kharif,maize,Black,101100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.448
Gujarat,SABAR KANTHA,Kharif,rice,Black,10300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.175
Gujarat,SABAR KANTHA,Kharif,maize,Black,90300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.45
Gujarat,SABAR KANTHA,Kharif,rice,Black,10100.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.822
Gujarat,SABAR KANTHA,Kharif,maize,Black,88300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.027
Gujarat,SABAR KANTHA,Kharif,rice,Black,6700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.448
Gujarat,SABAR KANTHA,Kharif,maize,Black,86900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.612
Gujarat,SABAR KANTHA,Kharif,rice,Black,5600.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.143
Gujarat,SABAR KANTHA,Summer,maize,Black,7300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.986
Gujarat,SABAR KANTHA,Kharif,maize,Black,74400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.457
Gujarat,SABAR KANTHA,Kharif,rice,Black,6700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.373
Gujarat,SABAR KANTHA,Rabi,maize,Black,9800.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.837
Gujarat,SABAR KANTHA,Summer,maize,Black,2900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.207
Gujarat,SABAR KANTHA,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,36.0
Gujarat,SABAR KANTHA,Kharif,maize,Black,57900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.461
Gujarat,SABAR KANTHA,Kharif,rice,Black,3700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.216
Gujarat,SABAR KANTHA,Rabi,maize,Black,2100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.429
Gujarat,SABAR KANTHA,Summer,maize,Black,1300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.462
Gujarat,SABAR KANTHA,Whole year,banana,Black,100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,36.0
Gujarat,SURAT,Whole year,banana,Black,2000.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,57.3
Gujarat,SURAT,Whole year,maize,Black,1300.0,1304.7,22.39,65.09,6.25,77.8,48.4,19.8,2.231
Gujarat,SURAT,Whole year,rice,Black,81900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,1.821
Gujarat,SURAT,Kharif,maize,Black,1300.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.615
Gujarat,SURAT,Kharif,rice,Black,80500.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.067
Gujarat,SURAT,Whole year,banana,Black,2100.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,64.524
Gujarat,SURAT,Kharif,maize,Black,1000.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.3
Gujarat,SURAT,Kharif,rice,Black,76700.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.866
Gujarat,SURAT,Whole year,banana,Black,1400.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,69.0
Gujarat,SURAT,Kharif,maize,Black,800.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,0.75
Gujarat,SURAT,Kharif,rice,Black,70600.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.657
Gujarat,SURAT,Summer,rice,Black,2900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.586
Gujarat,SURAT,Whole year,banana,Black,2200.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,45.318
Gujarat,SURAT,Kharif,maize,Black,1500.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Gujarat,SURAT,Kharif,rice,Black,83500.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Gujarat,SURAT,Summer,rice,Black,2900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.069
Gujarat,SURAT,Whole year,banana,Black,2900.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,64.69
Gujarat,SURAT,Kharif,maize,Black,2400.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Gujarat,SURAT,Kharif,rice,Black,73500.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.867
Gujarat,SURAT,Summer,rice,Black,5100.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,4.824
Gujarat,SURAT,Kharif,maize,Black,1900.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.737
Gujarat,SURAT,Kharif,rice,Black,80000.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.935
Gujarat,SURAT,Summer,rice,Black,5300.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.208
Gujarat,SURAT,Kharif,maize,Black,2000.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,0.95
Gujarat,SURAT,Kharif,rice,Black,79300.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.778
Gujarat,SURAT,Summer,rice,Black,4700.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.596
Gujarat,SURAT,Whole year,banana,Black,3200.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,60.938
Gujarat,SURAT,Kharif,maize,Black,2000.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.55
Gujarat,SURAT,Kharif,rice,Black,68300.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.921
Gujarat,SURAT,Summer,rice,Black,3700.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.892
Gujarat,SURAT,Kharif,maize,Black,2000.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,0.3
Gujarat,SURAT,Kharif,rice,Black,72600.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.986
Gujarat,SURAT,Summer,rice,Black,5100.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.824
Gujarat,SURAT,Kharif,maize,Black,3500.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.371
Gujarat,SURAT,Kharif,rice,Black,80500.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,1.924
Gujarat,SURAT,Summer,rice,Black,7900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.747
Gujarat,SURAT,Whole year,banana,Black,3600.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,66.611
Gujarat,SURAT,Kharif,maize,Black,1100.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.364
Gujarat,SURAT,Kharif,rice,Black,58400.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.128
Gujarat,SURAT,Summer,rice,Black,9700.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.423
Gujarat,SURAT,Kharif,maize,Black,800.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,SURAT,Kharif,rice,Black,54600.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.386
Gujarat,SURAT,Summer,rice,Black,6200.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.274
Gujarat,SURAT,Kharif,maize,Black,900.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.778
Gujarat,SURAT,Kharif,rice,Black,60700.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.043
Gujarat,SURAT,Summer,maize,Black,900.0,1304.7,22.39,65.09,6.25,77.8,48.4,19.8,1.889
Gujarat,SURAT,Summer,rice,Black,18900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,2.989
Gujarat,SURAT,Whole year,banana,Black,3000.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,65.733
Gujarat,SURAT,Kharif,maize,Black,1000.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.4
Gujarat,SURAT,Kharif,rice,Black,52300.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.424
Gujarat,SURAT,Rabi,maize,Black,1000.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,1.7
Gujarat,SURAT,Summer,rice,Black,19000.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.368
Gujarat,SURAT,Whole year,banana,Black,1700.0,1304.7,27.38,80.36,5.98,100.2,82.0,50.0,64.765
Gujarat,SURAT,Kharif,maize,Black,1400.0,1253.6,22.39,65.09,6.25,77.8,48.4,19.8,1.714
Gujarat,SURAT,Kharif,rice,Black,39700.0,1253.6,23.69,82.27,6.43,79.9,47.6,39.9,2.118
Gujarat,SURAT,Summer,rice,Black,8900.0,1304.7,23.69,82.27,6.43,79.9,47.6,39.9,3.022
Gujarat,SURENDRANAGAR,Whole year,rice,Black,600.0,534.6,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,100.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,500.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,700.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,0.571
Gujarat,SURENDRANAGAR,Kharif,rice,Black,800.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.5
Gujarat,SURENDRANAGAR,Kharif,rice,Black,600.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,200.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.5
Gujarat,SURENDRANAGAR,Kharif,maize,Black,200.0,499.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,500.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,2.2
Gujarat,SURENDRANAGAR,Kharif,rice,Black,500.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.8
Gujarat,SURENDRANAGAR,Kharif,rice,Black,800.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.875
Gujarat,SURENDRANAGAR,Kharif,rice,Black,900.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.111
Gujarat,SURENDRANAGAR,Kharif,rice,Black,600.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Gujarat,SURENDRANAGAR,Kharif,rice,Black,500.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,2.4
Gujarat,SURENDRANAGAR,Kharif,rice,Black,200.0,499.8,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Gujarat,TAPI,Kharif,maize,Black,1600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.375
Gujarat,TAPI,Kharif,rice,Black,25700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.482
Gujarat,TAPI,Summer,rice,Black,700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.143
Gujarat,TAPI,Kharif,maize,Black,1400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,TAPI,Kharif,rice,Black,29400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.643
Gujarat,TAPI,Summer,rice,Black,700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.143
Gujarat,TAPI,Kharif,maize,Black,1000.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.6
Gujarat,TAPI,Kharif,rice,Black,35400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.031
Gujarat,TAPI,Summer,maize,Black,300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Gujarat,TAPI,Summer,rice,Black,2600.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.038
Gujarat,TAPI,Whole year,banana,Black,300.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,66.667
Gujarat,TAPI,Kharif,maize,Black,600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Gujarat,TAPI,Kharif,rice,Black,47300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.099
Gujarat,TAPI,Rabi,maize,Black,600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Gujarat,TAPI,Summer,rice,Black,2600.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.192
Gujarat,TAPI,Whole year,banana,Black,200.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,58.5
Gujarat,TAPI,Kharif,maize,Black,900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.556
Gujarat,TAPI,Kharif,rice,Black,45800.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.607
Gujarat,TAPI,Summer,rice,Black,900.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,3.222
Gujarat,TAPI,Whole year,banana,Black,200.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,70.0
Gujarat,VADODARA,Whole year,banana,Black,3700.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,66.324
Gujarat,VADODARA,Whole year,maize,Black,49200.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.754
Gujarat,VADODARA,Whole year,rice,Black,54700.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Gujarat,VADODARA,Kharif,maize,Black,46600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.682
Gujarat,VADODARA,Kharif,rice,Black,53500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.157
Gujarat,VADODARA,Kharif,maize,Black,49600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.202
Gujarat,VADODARA,Kharif,rice,Black,48300.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.555
Gujarat,VADODARA,Kharif,maize,Black,50200.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,0.93
Gujarat,VADODARA,Kharif,rice,Black,51500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.118
Gujarat,VADODARA,Kharif,maize,Black,54600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.925
Gujarat,VADODARA,Kharif,rice,Black,58600.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.831
Gujarat,VADODARA,Kharif,maize,Black,53800.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.671
Gujarat,VADODARA,Kharif,rice,Black,47200.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.805
Gujarat,VADODARA,Kharif,maize,Black,50400.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.633
Gujarat,VADODARA,Kharif,rice,Black,47200.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.258
Gujarat,VADODARA,Kharif,maize,Black,52000.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.119
Gujarat,VADODARA,Kharif,rice,Black,52100.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.042
Gujarat,VADODARA,Whole year,banana,Black,3300.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,63.333
Gujarat,VADODARA,Kharif,maize,Black,52700.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.438
Gujarat,VADODARA,Kharif,rice,Black,53100.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.154
Gujarat,VADODARA,Whole year,banana,Black,4000.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,59.425
Gujarat,VADODARA,Kharif,maize,Black,53100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,0.951
Gujarat,VADODARA,Kharif,rice,Black,49500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.16
Gujarat,VADODARA,Whole year,banana,Black,3600.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,63.583
Gujarat,VADODARA,Kharif,maize,Black,51800.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.766
Gujarat,VADODARA,Kharif,rice,Black,61400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.362
Gujarat,VADODARA,Whole year,banana,Black,4300.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,66.907
Gujarat,VADODARA,Kharif,maize,Black,48600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.086
Gujarat,VADODARA,Kharif,rice,Black,60400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.111
Gujarat,VADODARA,Whole year,banana,Black,3100.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,67.935
Gujarat,VADODARA,Kharif,maize,Black,47500.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.465
Gujarat,VADODARA,Kharif,rice,Black,52500.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,0.909
Gujarat,VADODARA,Kharif,maize,Black,43300.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.975
Gujarat,VADODARA,Kharif,rice,Black,55100.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.236
Gujarat,VADODARA,Rabi,maize,Black,63900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.063
Gujarat,VADODARA,Summer,maize,Black,17100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.988
Gujarat,VADODARA,Whole year,banana,Black,1500.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,64.8
Gujarat,VADODARA,Kharif,maize,Black,44700.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.944
Gujarat,VADODARA,Kharif,rice,Black,44400.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.245
Gujarat,VADODARA,Rabi,maize,Black,25500.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.196
Gujarat,VADODARA,Summer,maize,Black,10900.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.202
Gujarat,VADODARA,Whole year,banana,Black,2000.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,66.75
Gujarat,VADODARA,Kharif,maize,Black,44100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.964
Gujarat,VADODARA,Kharif,rice,Black,44600.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.417
Gujarat,VADODARA,Rabi,maize,Black,24600.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.549
Gujarat,VADODARA,Whole year,banana,Black,2600.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,66.346
Gujarat,VALSAD,Whole year,banana,Black,300.0,2021.7,27.38,80.36,5.98,100.2,82.0,50.0,54.667
Gujarat,VALSAD,Whole year,maize,Black,100.0,2021.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,VALSAD,Whole year,rice,Black,97800.0,2021.7,23.69,82.27,6.43,79.9,47.6,39.9,1.761
Gujarat,VALSAD,Kharif,maize,Black,100.0,1951.3,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,VALSAD,Kharif,rice,Black,102300.0,1951.3,23.69,82.27,6.43,79.9,47.6,39.9,1.913
Gujarat,VALSAD,Whole year,banana,Black,300.0,2021.7,27.38,80.36,5.98,100.2,82.0,50.0,53.667
Gujarat,VALSAD,Kharif,maize,Black,100.0,1951.3,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Gujarat,VALSAD,Kharif,rice,Black,97300.0,1951.3,23.69,82.27,6.43,79.9,47.6,39.9,1.89
Gujarat,VALSAD,Whole year,banana,Black,300.0,2021.7,27.38,80.36,5.98,100.2,82.0,50.0,58.333
Gujarat,VALSAD,Kharif,rice,Black,99800.0,1951.3,23.69,82.27,6.43,79.9,47.6,39.9,1.631
Gujarat,VALSAD,Summer,rice,Black,900.0,2021.7,23.69,82.27,6.43,79.9,47.6,39.9,3.0
