Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
rice,Red,1160.4,23.69,82.27,6.43,79.9,47.6,39.9,3.969
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.09
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.573
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,0.9
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.471
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.15
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.74
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.12
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.619
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.17
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.645
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.22
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.597
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.919
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.856
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,0.972
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.841
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.081
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.737
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.478
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.672
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.793
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.2
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.556
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.239
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.611
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.184
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.53
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.374
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.495
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.37
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.501
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.415
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.56
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.56
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.565
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.568
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.432
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.568
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.58
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.713
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.489
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.754
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.097
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,2.089
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.25
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.836
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,1.906
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.334
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,2.034
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.2
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,2.031
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.22
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,2.04
maize,Loamy,3543.9,22.39,65.09,6.25,77.8,48.4,19.8,1.562
rice,Loamy,3543.9,23.69,82.27,6.43,79.9,47.6,39.9,2.221
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.45
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.203
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.46
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.25
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.333
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.324
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.54
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.282
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.196
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.711
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,0.416
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.9
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.1
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.101
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.95
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.12
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.691
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,0.959
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,1.031
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.127
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.699
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.148
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.699
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.148
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.699
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.35
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.8
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.384
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.858
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.419
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.844
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.45
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.879
maize,Loamy,2553.3,22.39,65.09,6.25,77.8,48.4,19.8,1.45
rice,Loamy,2553.3,23.69,82.27,6.43,79.9,47.6,39.9,0.879
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.786
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.029
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.9
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.018
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.959
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.32
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.2
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.927
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.364
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.749
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.261
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.342
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.26
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.745
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.781
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.389
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.37
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,0.814
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.767
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.276
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.848
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.29
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.84
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.298
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.847
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.313
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.868
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.347
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.931
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.38
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,0.963
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.38
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.013
maize,Loamy,2030.9,22.39,65.09,6.25,77.8,48.4,19.8,1.496
rice,Loamy,2030.9,23.69,82.27,6.43,79.9,47.6,39.9,1.052
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.799
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.522
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.904
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.721
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.881
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.66
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.917
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.584
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.25
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,0.926
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.931
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,2.158
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.968
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,2.314
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.957
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.397
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.958
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.526
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.235
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.502
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.844
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.523
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.238
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.504
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.56
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.469
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.56
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.592
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.627
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.708
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.616
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,1.965
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.613
maize,Loamy,4034.7,22.39,65.09,6.25,77.8,48.4,19.8,2.03
rice,Loamy,4034.7,23.69,82.27,6.43,79.9,47.6,39.9,1.704
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.269
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.181
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.27
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,0.858
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.27
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.18
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.272
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.181
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.349
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,0.849
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.23
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.23
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.442
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.317
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.477
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.414
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.479
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.439
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.47
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.396
maize,Loamy,2221.5,22.39,65.09,6.25,77.8,48.4,19.8,1.47
rice,Loamy,2221.5,23.69,82.27,6.43,79.9,47.6,39.9,1.396
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,0.827
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.301
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,0.924
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.4
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.493
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.006
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,0.975
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.4
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.3
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.12
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,0.91
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.1
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.36
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.1
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.2
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.14
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.383
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.399
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.62
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.064
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.634
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.17
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.724
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.2
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.66
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.216
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.739
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.248
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.865
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.182
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.921
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.196
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.783
maize,Loamy,3043.8,22.39,65.09,6.25,77.8,48.4,19.8,1.237
rice,Loamy,3043.8,23.69,82.27,6.43,79.9,47.6,39.9,1.928
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.292
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.866
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.445
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.011
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.65
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.409
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.15
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.703
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.543
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.7
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.55
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.299
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.318
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.8
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.334
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.32
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.293
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.291
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.1
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.342
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.185
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.812
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.945
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.146
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.697
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.176
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.477
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.2
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.75
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.805
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.274
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.18
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.265
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.2
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.26
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.2
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.309
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.221
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.309
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.252
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.97
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.969
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.231
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.97
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.307
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.02
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,0.14
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.02
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.732
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.051
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.767
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,2.427
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.982
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.579
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.211
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.204
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,0.969
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.444
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,0.971
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.208
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.034
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.208
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.042
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.205
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.056
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.354
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.16
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.35
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.14
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.399
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.249
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.487
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.538
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.85
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.59
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.743
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.9
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.617
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,1.948
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.734
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,2.075
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.679
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,2.05
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,1.887
maize,Loamy,3378.2,22.39,65.09,6.25,77.8,48.4,19.8,2.197
rice,Loamy,3378.2,23.69,82.27,6.43,79.9,47.6,39.9,2.04
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.21
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.851
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.249
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.86
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.3
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.88
rice,Loamy,2927.4,23.69,82.27,6.43,79.9,47.6,39.9,1.336
maize,Loamy,2927.4,22.39,65.09,6.25,77.8,48.4,19.8,1.874
